Product Title,Product Name,Product Price,Product Discounted Price,Image URLs,Product Type,Buy Link,Average Rating,Generated Description,Review Summary,Product Title hi-IN,Product Name hi-IN,Generated Description hi-IN,Review Summary hi-IN
H&M,Pure Cotton Oversized T-shirt,MRP,MRP₹ 699,"['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28230522/2024/3/13/6688ffe1-e3d3-46e6-ae8c-7a9c8048306f1710303436470OversizedT-shirt1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28230522/2024/3/13/2678c714-93c4-4039-a31d-a1a03e2271131710303436479OversizedT-shirt2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28230522/2024/3/13/4197a1b2-ff6a-4b93-a722-09103ec58e191710303436488OversizedT-shirt3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28230522/2024/3/13/6628ef56-e641-4251-9062-82520201186b1710303436461OversizedT-shirt4.jpg']",women-tshirts,https://www.myntra.com/tshirts/h%26m/hm-pure-cotton-oversized-t-shirt/28230522/buy,4.666666666666667,"This oversized T-shirt is crafted from soft, pure cotton jersey, offering exceptional comfort and breathability. The regular-length design features a round neckline with a ribbed trim and stylishly dropped shoulders, making it perfect for casual wear. Ideal for a relaxed, everyday look, this new basic piece can effortlessly complement various body types due to its loose, comfortable fit.","Users find the product perfect for everyday wear, praising its quality and comfort. One plans to buy it in all available colors, highlighting overall satisfaction within its price range.",H&M,शुद्ध सूती ओवरसाइज़ टी-शर्ट,"यह बड़ी टी-शर्ट जर्सी नामक नरम, शुद्ध सूती सामग्री से बनी होती है। यह बहुत आरामदायक है और हवा के अच्छे प्रवाह की अनुमति देता है। शर्ट में एक उभरी हुई किनारा और नीचे गिरे हुए कंधों के साथ एक गोल नेकलाइन है, जो इसे एक स्टाइलिश रूप देता है। यह आकस्मिक पहनने के लिए बहुत अच्छा है। यह मूल शर्ट एक आरामदायक, रोजमर्रा के लुक के लिए बहुत अच्छी है। यह ढीले-बंद से फिट होता है, जिससे यह कई प्रकार के शरीर के लिए उपयुक्त होता है।",लोग वास्तव में इस उत्पाद को पसंद करते हैं क्योंकि यह अनौपचारिक उपयोग के लिए बहुत अच्छा है। वे विशेष रूप से इसे कितना अच्छा और आरामदायक बनाना पसंद करते हैं। एक व्यक्ति इससे इतना खुश है कि वह इसे हर रंग में खरीदने का विचार कर रहा है। उन्हें लगता है कि यह कीमत के लिए एक अच्छा मूल्य है।
H&M,Fitted Microfibre T-Shirt,MRP,MRP₹ 699,"['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24697320/2023/8/28/349fd47e-47d1-4cfb-ae09-f4e030d219e11693235589636FittedmicrofibreT-shirt1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24697320/2023/8/28/474e655a-ed62-4092-9f8f-e9c56d871bbb1693235589651FittedmicrofibreT-shirt2.jpg']",women-tshirts,https://www.myntra.com/tshirts/h%26m/hm-fitted-microfibre-t-shirt/24697320/buy,5.0,"This fitted T-shirt in microfibre is a versatile addition to your wardrobe. Made from a blend of polyester and elastane, it offers a comfortable stretch with a regular fit that suits most body types. The narrow trim around the round neckline adds a subtle detail to its minimalist design. Perfect for layering or wearing on its own, this T-shirt embodies the new basics trend. Ideal for casual wear, it comes as a single piece and is a must-have staple for everyday style.","Reviewers love this product for its soft, lightweight fabric and flattering fit. They find it comfortable, skin-friendly, and suitable for sensitive skin. Users appreciate its versatility, though one mentioned it resembles a gym compression shirt. Overall, it offers a slimming effect and is worth the price.",H&M,फिट किया गया माइक्रोफाइबर टी-शर्ट,"सूक्ष्मतंतु से बनी यह फिट होने वाली टी-शर्ट आपके कपड़ों के संग्रह में एक शानदार जोड़ है। यह पॉलिएस्टर और इलास्टेन के मिश्रण से बना है, जो इसे आरामदायक खिंचाव देता है। इसका आकार नियमित है जो अधिकांश शरीर प्रकारों के साथ अच्छी तरह से काम करता है। टी-शर्ट में एक गोल नेकलाइन और इसके चारों ओर एक पतली ट्रिम के साथ एक सरल डिजाइन है, जो शैली का एक स्पर्श जोड़ता है। आप इसे अकेले पहन सकते हैं या इसे अन्य कपड़ों के नीचे पहन सकते हैं। यह टी-शर्ट नई बेसिक ट्रेंड का एक अच्छा उदाहरण है। यह अनौपचारिक पहनने के लिए एकदम सही है और एक एकल टुकड़े के रूप में आता है। यह रोजमर्रा की शैली के लिए एक अनिवार्य वस्तु है।","समीक्षक इस उत्पाद को इसकी कोमल, हल्की बनावट और इसके चुलबुली डिजाइन के कारण बहुत पसंद करते हैं। उन्हें यह बहुत आरामदायक, त्वचा के लिए कोमल और संवेदनशील त्वचा वाले लोगों के लिए उपयुक्त लगता है। वे यह भी पसंद करते हैं कि यह कितना बहुमुखी है, हालांकि एक समीक्षक ने ध्यान दिया कि यह थोड़ा ऐसी संपीड़न वाली शर्ट की तरह दिखता है जिसे आप जिम में पहन सकते हैं। सामान्य तौर पर, उन्हें लगता है कि यह एक पतला करने वाला प्रभाव प्रदान करता है और यह कीमत के लिए एक अच्छा मूल्य है।"
Bewakoof,Jerry Printed Round Neck Cotton Oversized T-shirt,MRP ₹1249,₹499,"['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24819700/2024/3/7/74d4d216-bb05-4724-91f6-2b1b6ee6fe771709804569172BewakoofJerryPrintedRoundNeckCottonOversizedT-shirt1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24819700/2024/3/7/c62c3c73-5e42-46a1-89fa-2d256bda0e431709804569179BewakoofJerryPrintedRoundNeckCottonOversizedT-shirt2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24819700/2024/3/7/e0d84db4-d0d4-447e-918e-302659c4f3061709804569186BewakoofJerryPrintedRoundNeckCottonOversizedT-shirt3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24819700/2024/3/7/270707d3-2a86-452d-ae91-49d28255f0961709804569192BewakoofJerryPrintedRoundNeckCottonOversizedT-shirt4.jpg']",women-tshirts,https://www.myntra.com/tshirts/bewakoof/bewakoof-jerry-printed-round-neck-cotton-oversized-t-shirt/24819700/buy,4.666666666666667,"This women's blue T-shirt features a playful Jerry print from the classic Tom & Jerry series. Designed in a longline length, it offers an oversized fit and a round neck for casual comfort. The short, drop-shoulder sleeves add to its relaxed vibe. Made from cotton, this graphic print tee is perfect for a laid-back, trendy look. Ideal for various body types, it pairs well with jeans or shorts for an effortlessly stylish outfit.","The t-shirt is praised for comfort, versatility, and durability, with an easy machine wash. Users appreciate the quirky design, but note that it's not truly oversized as advertised. Highly recommended overall.",बेवकूफ,"यह जेरी प्रिंटेड राउंड नेक कॉटन ओवरसाइज़्ड टी-शर्ट है। यह सूती कपड़े से बना है, जो एक नरम और सांस लेने योग्य कपड़ा है। गोल गर्दन का डिज़ाइन एक उत्कृष्ट शैली है जो कई लोगों को सूट करती है। अत्यधिक फिट का मतलब है कि यह सामान्य से थोड़ा बड़ा है, जो आरामदायक और स्टाइलिश हो सकता है। जेरी मुद्रित भाग शर्ट पर डिज़ाइन को संदर्भित करता है, जो जेरी की छवि का एक मुद्रण है।","महिलाओं के लिए इस नीले रंग की टी-शर्ट में लोकप्रिय टॉम एंड जेरी कार्टून से एक मजेदार जेरी का डिज़ाइन है। यह एक लंबी शैली में बनाया गया है, जिसका अर्थ है कि यह ढीला है और आरामदायक महसूस करने के लिए एक गोल नेकलाइन है। आर्मबोल्स छोटे और नीचे की ओर खुले हुए होते हैं, जिससे यह एक आरामदायक लुक देता है। टी-शर्ट सूती कपड़े से बनी है और इसमें ग्राफिक प्रिंट है। यह एक आकस्मिक, नवाचारी शैली के लिए बहुत अच्छा है। यह विभिन्न प्रकार के शरीर पर अच्छी तरह से फिट होता है और एक साधारण लेकिन स्टाइलिश पोशाक के लिए जींस या शॉर्ट्स के साथ अच्छा दिखता है।","टी-शर्ट को इसकी आरामदायकता, लचीलापन और लंबे समय तक चलने वाली गुणवत्ता के लिए पसंद किया जाता है। मशीन में साफ करना भी आसान है। लोग अनूठे डिजाइन का आनंद लेते हैं, लेकिन ध्यान दें कि यह उतना बड़ा नहीं है जितना दावा किया गया है। सामान्य तौर पर, यह अत्यधिक सुझाया जाता है।"
Kotty,Floral Printed Drop-Shoulder Sleeves Cotton Oversized T-shirt,MRP ₹1999,₹299,"['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24806026/2023/9/4/21d63871-68dd-4289-b4aa-2047f6972b2a1693838492466Tshirts1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24806026/2023/9/4/8f48f196-942d-4a56-bb83-005c220975a31693838492544Tshirts2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24806026/2023/9/4/6282a912-aec3-42bd-8d8e-a85a4e9bd2111693838492495Tshirts3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24806026/2023/9/4/f818a184-c117-4d16-8527-3edf5e31c0591693838492380Tshirts4.jpg']",women-tshirts,https://www.myntra.com/tshirts/kotty/kotty-floral-printed-drop-shoulder-sleeves-cotton-oversized-t-shirt/24806026/buy,4.0,"This vibrant yellow and white women's t-shirt features a charming floral print, perfect for adding a touch of cheer to your casual wardrobe. The round neck and short, drop-shoulder sleeves provide a relaxed and comfortable fit, enhanced by the soft, knitted cotton fabric. Designed with an oversized fit and regular length, this tee is ideal for a laid-back, effortless style.","Users generally found the product comfortable, true to size, and made of high-quality material. One user suggested it’s slightly oversized, recommending a smaller size. Another user felt the quality was good, though not exceptional. Overall, it’s considered a good value for money.",कोट्टी,यह फूलों के मुद्रित बूंदों वाले कंधे वाली आस्तीन वाले सूती बड़े आकार के टी-शर्ट का एक विवरण है।,"इस चमकीले पीले और सफेद महिलाओं की टी-शर्ट में एक सुंदर फूलों का डिज़ाइन है, जो आपके रोजमर्रा के कपड़ों में एक खुशनुमा भावना जोड़ने के लिए बहुत अच्छा है। गोल नेकलाइन और छोटी, गिरी हुई कंधे की आस्तीन इसे पहनना और आरामदायक महसूस करना आसान बनाती है। नरम, बुनी हुई सूती सामग्री इसे आपकी त्वचा के खिलाफ अच्छा महसूस कराती है। यह ढीले-भांगुरे ढंग से बनाया गया है और एक मानक लंबाई में आता है, जिससे यह एक आरामदायक, सहज दिखने के लिए बहुत अच्छा है।","अधिकांश उपयोगकर्ताओं को उत्पाद पसंद आया क्योंकि यह आरामदायक था, अच्छी तरह से फिट था और अच्छी सामग्री से बना था। हालाँकि, एक उपयोगकर्ता ने उल्लेख किया कि यह थोड़ा बहुत बड़ा था, जो एक छोटे आकार के लिए जाने का सुझाव देता है। एक अन्य उपयोगकर्ता ने सोचा कि गुणवत्ता ठीक थी, लेकिन उत्कृष्ट नहीं थी। इसके बावजूद, उत्पाद को इसकी कीमत के कारण एक अच्छी खरीद के रूप में देखा जाता है।"
Puma,Women Brand Logo Printed Pure Cotton Outdoor T-shirt,MRP ₹1099,₹659,"['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22109480/2023/9/5/06a17ac3-46b0-4f9d-bcb1-2d3582feda041693895310152PumaWomenBrandLogoPrintedPureCottonOutdoorT-shirt1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22109480/2023/9/5/ca9931ee-13bd-4dc2-8843-7c4f5b7432401693895310169PumaWomenBrandLogoPrintedPureCottonOutdoorT-shirt2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22109480/2023/9/5/b5a73b87-1729-4e6e-af75-6a362e3761131693895310186PumaWomenBrandLogoPrintedPureCottonOutdoorT-shirt3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22109480/2023/9/5/ef6d20e7-d145-456c-b3b2-b18c285d29eb1693895310205PumaWomenBrandLogoPrintedPureCottonOutdoorT-shirt4.jpg']",women-tshirts,https://www.myntra.com/tshirts/puma/puma-women-brand-logo-printed-pure-cotton-outdoor-t-shirt/22109480/buy,4.5,"Unleash your inner wild side with this PUMA women's T-shirt, featuring a fierce big cat-inspired design. The classic black and white tee showcases the iconic PUMA No.1 logo prominently across the front, adding a bold touch to your casual or sportswear wardrobe. Crafted from pure cotton, this T-shirt offers a breathable and comfortable fit, perfect for all-day wear. The regular length and fit, combined with a round neck and short sleeves, make it a versatile piece that pairs effortlessly with your favorite leggings or jeans. Ideal for sports or casual outings, this printed tee is a must-have for those who love combining style with comfort.","Users praise the Puma cotton T-shirt for its high-quality, thin, and comfortable fabric. They find it great for its soothing feel and recommend it for gym wear. Overall, it is described as nice and comfortable.",प्यूमा,"यह महिलाओं की एक आउटडोर टी-शर्ट है जिस पर ब्रांड लोगो मुद्रित है। यह शुद्ध सूती कपड़े से बना है, जो एक प्राकृतिक, सांस लेने योग्य सामग्री है। यह आरामदायक पहनने के लिए, विशेष रूप से बाहरी गतिविधियों के लिए एकदम सही है।","इस पुमा महिलाओं की टी-शर्ट के साथ अपनी जंगली प्रवृत्ति को बाहर निकालें। इसमें बड़ी बिल्लियों से प्रेरित एक शांत डिजाइन है। टी-शर्ट एक उत्कृष्ट काले और सफेद रंग की है और इसके सामने पुमा नंबर 1 लोगो है। यह आपके आकस्मिक या खेल-कूद से संबंधित परिधानों में एक मजबूत स्पर्श जोड़ता है। टी-शर्ट को शुद्ध सूती कपड़े से बनाया जाता है, जिसका अर्थ है कि यह सांस लेने योग्य है और पूरे दिन पहनने के लिए आरामदायक है। यह एक गोल गर्दन और छोटी आस्तीन के साथ एक नियमित लंबाई और फिट है। इससे इसे अपने पसंदीदा लेगिंग या जींस के साथ पहनना आसान हो जाता है। यह खेल या अनौपचारिक गतिविधियों के लिए बहुत अच्छा है। यदि आप शैली और आराम को एक साथ पसंद करते हैं, तो यह मुद्रित टी-शर्ट आपके पास होनी चाहिए।","लोग वास्तव में पुमा कॉटन टी-शर्ट को पसंद करते हैं क्योंकि यह उच्च गुणवत्ता वाले, पतले और बहुत आरामदायक कपड़े से बनी होती है। उन्हें यह महसूस करना विशेष रूप से पसंद है, यह कहते हुए कि यह बहुत सुखदायक है। वे सुझाव देते हैं कि यह व्यायाम करने के लिए एकदम सही है। सामान्य तौर पर, वे इसे पहनने के लिए बहुत अच्छा और आरामदायक बताते हैं।"
BAESD,Pack Of 2 Kung Fu Panda Printed Oversized Cotton T-shirt,MRP ₹2999,₹629,"['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25847696/2023/12/19/499fc136-ce26-4810-bdb6-279ff6fd2a891702982951059BAESDPackOf2KungFuPandaPrintedOversizedCottonT-shirt1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25847696/2023/12/19/62d48410-b804-4a16-b952-ed68e0eed1821702982951065BAESDPackOf2KungFuPandaPrintedOversizedCottonT-shirt2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25847696/2023/12/19/af86e301-6158-4276-a229-a776aa902ec51702982951073BAESDPackOf2KungFuPandaPrintedOversizedCottonT-shirt3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25847696/2023/12/19/0abefbe6-539f-4067-bdeb-4d00bdca32461702982951081BAESDPackOf2KungFuPandaPrintedOversizedCottonT-shirt4.jpg']",women-tshirts,https://www.myntra.com/tshirts/baesd/baesd-pack-of-2-kung-fu-panda-printed-oversized-cotton-t-shirt/25847696/buy,3.0,"This pack of 2 women's t-shirts includes one teal and one black option, both featuring a playful Kung Fu Panda graphic print. Designed with a round neck and short, drop-shoulder sleeves, these t-shirts offer a relaxed, oversized fit in a regular length. Made from soft, knitted cotton fabric, they ensure comfort and style, perfect for casual wear and suitable for various body types.","Users appreciate the comfortable and good-quality fabric of the T-shirts but are disappointed with the print quality, citing numerous typos, inaccuracies, and roughness that potentially won't withstand washing. The design also did not match the advertised images.",BAESD,यह कुंग फू पांडा प्रिंट के साथ दो बड़े आकार के सूती टी-शर्ट का एक पैक है।,"दो महिलाओं की टी-शर्ट का यह सेट दो रंगों में आता है: नीला और काला। दोनों शर्टों में कुंग फू पांडा की विशेषता वाला एक मज़ेदार डिज़ाइन है। उनमें एक गोल नेकलाइन और छोटी आस्तीन होती है जो नीचे की ओर थोड़ा झुकी होती है। इन टी-शर्ट को नियमित लंबाई के साथ ढीला और विशाल बनाने के लिए डिज़ाइन किया गया है। वे एक नरम, सूती कपड़े से बने होते हैं जिसे बुना जाता है। यह उन्हें आरामदायक और स्टाइलिश दोनों बनाता है। वे रोजमर्रा के पहनने के लिए बहुत अच्छे होते हैं और शरीर के विभिन्न प्रकारों में फिट हो सकते हैं।","लोग टी-शर्ट की नरम और उच्च गुणवत्ता वाली सामग्री को पसंद करते हैं। हालाँकि, वे मुद्रण की गुणवत्ता से खुश नहीं हैं। वे कई गलतियों का उल्लेख करते हैं, जैसे कि टाइपो और अशुद्धियाँ, और खुरदरापन जो धुलाई के बाद समान नहीं रह सकता है। डिजाइन भी विज्ञापनों में दिखाई गई तस्वीरों से मेल नहीं खाता था।"
HRX by Hrithik Roshan,Self Design Training T-shirt,MRP ₹799,₹351,"['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21831404/2023/2/9/2efba8fc-16ec-435c-9e84-ada0d4393d0a1675924047613-HRX-by-Hrithik-Roshan-Women-Tshirts-1601675924046908-1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21831404/2023/2/9/71d09426-efb9-4500-b744-bdc12607d6491675924047588-HRX-by-Hrithik-Roshan-Women-Tshirts-1601675924046908-2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21831404/2023/2/9/30c9c880-cce5-4f8b-a1b3-9032b314a7bd1675924047566-HRX-by-Hrithik-Roshan-Women-Tshirts-1601675924046908-3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21831404/2023/2/9/c39be9c6-db6a-4f42-8f79-078020a8be4c1675924047541-HRX-by-Hrithik-Roshan-Women-Tshirts-1601675924046908-4.jpg']",women-tshirts,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-self-design-training-t-shirt/21831404/buy,4.0,"This pink self-design T-shirt for women is crafted from knitted polyester fabric, offering a comfortable regular fit and length. Featuring a round neck and short, regular sleeves, this casual T-shirt is perfect for everyday wear. The new basics trend ensures it remains a versatile addition to your wardrobe. For care, follow the garment wash care label, tumble dry on a cool setting if machine washed, dry while damp to prevent static build-up, and use low heat for ironing.","Comfortable, lightweight shirts with accurate colors. The material is thinner than expected. Fit may vary: size runs smaller for some, while others find it loose. Short t-shirt and sleeve length noted. Generally positive, with a rating of 4 stars from one user.",ऋतिक रोशन द्वारा एच.आर.एक्स.,स्वयं डिजाइन प्रशिक्षण टी-शर्ट,"महिलाओं के लिए यह गुलाबी टी-शर्ट एक नरम, बुनी हुई पॉलिएस्टर सामग्री से बनी है। इसका फिट और लंबाई आरामदायक है, जिससे इसे पहनना आरामदायक हो जाता है। टी-शर्ट में गोल नेकलाइन और छोटी आस्तीन है, जो इसे अनौपचारिक, रोजमर्रा के उपयोग के लिए बहुत अच्छा बनाती है। यह उन लोगों के लिए एक अच्छा विकल्प है जो नई बेसिक शैली पसंद करते हैं, क्योंकि इसे कई अलग-अलग तरीकों से पहना जा सकता है। इसे सबसे अच्छा दिखने के लिए, लेबल पर धोने के निर्देशों का पालन करें। यदि आपको इसे मशीन में सुखाने की आवश्यकता है, तो एक शांत सेटिंग का उपयोग करें। स्थिरता को रोकने के लिए, इसे थोड़ा नम होने पर ही सुखा दें। इസ്ഫ़ करने के लिए कम गर्मी का उपयोग करें।","शर्ट आरामदायक, हल्के और सही रंग की होती हैं। हालाँकि, सामग्री आपकी अपेक्षा से पतली है। फिटिंग असंगत हो सकती है - कुछ लोगों को यह बहुत छोटा लगता है, जबकि अन्य को यह बहुत ढीला लगता है। कुछ उपयोगकर्ताओं ने उल्लेख किया है कि छोटी बांह और टी-शर्ट की लंबाई आदर्श नहीं है। इन मुद्दों के बावजूद, एक उपयोगकर्ता की समग्र रेटिंग 5 सितारों में से 4 है।"
H&M,Fitted T-Shirt,MRP,MRP₹ 399,"['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30064786/2024/6/28/934b70e5-23e4-4d07-bbfc-79f885121c621719571791973HMFittedT-Shirt1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30064786/2024/6/28/4cd030c3-3489-49c1-add1-431eadf49f2c1719571792076HMFittedT-Shirt2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30064786/2024/6/28/43ed828f-7100-4dba-82e6-9f7a42e675381719571792023HMFittedT-Shirt3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30064786/2024/6/28/a9b2a046-ac96-4f66-a186-a442b453e8d61719571792050HMFittedT-Shirt4.jpg']",women-tshirts,https://www.myntra.com/tshirts/h%26m/-hm-fitted-t-shirt/30064786/buy,4.666666666666667,"This short, fitted T-shirt in stretch jersey features a narrow trim around the neckline and a straight-cut hem. Made from a blend of polyester and elastane, it offers a comfortable regular fit and length. The T-shirt sports a classic round neck and belongs to the New Basics trend. Ideal for a variety of body types, this versatile piece is perfect for casual wear or layering.","Users appreciate the soft, lightweight, and stretchable nylon material, praising its perfect fit and suitability for summer and gym wear.",H&M,फिट की गई टी-शर्ट,"खिंचावदार जर्सी कपड़े से बनी इस छोटी, तंग टी-शर्ट में गर्दन के चारों ओर एक पतली सीमा और नीचे की ओर एक सीधा किनारा होता है। यह पॉलिएस्टर और इलास्टेन के मिश्रण से बना है, जो इसे आरामदायक और अच्छी तरह से फिट करता है। टी-शर्ट में पारंपरिक गोल नेकलाइन होती है और यह न्यू बेसिक्स शैली का हिस्सा है। यह शरीर के कई प्रकारों के लिए उपयुक्त है और इसे अनौपचारिक रूप से या अन्य कपड़ों के नीचे पहना जा सकता है।","लोग नायलॉन कपड़े को पसंद करते हैं क्योंकि यह कोमल, हल्का और लचीला होता है। उन्हें यह अच्छी तरह से फिट बैठता है और गर्म मौसम और व्यायाम के लिए बहुत अच्छा है।"
HRX by Hrithik Roshan,Typography Printed Training T-shirt,MRP ₹799,₹351,"['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21831406/2023/2/9/72b5f221-96b0-46c2-bd36-a6a5e9db38741675922295965-HRX-by-Hrithik-Roshan-Women-Tshirts-7601675922295140-1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21831406/2023/2/9/e40014b8-82dd-4ed0-910c-9b53b524dea01675922295940-HRX-by-Hrithik-Roshan-Women-Tshirts-7601675922295140-2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21831406/2023/2/9/941d2526-c2fd-4180-8d1d-295f6d2cd51b1675922295912-HRX-by-Hrithik-Roshan-Women-Tshirts-7601675922295140-3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21831406/2023/2/9/252a6205-03d8-46db-8f83-3ca85a575b8b1675922295887-HRX-by-Hrithik-Roshan-Women-Tshirts-7601675922295140-4.jpg']",women-tshirts,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-typography-printed-training-t-shirt/21831406/buy,4.5,"This off-white women's T-shirt features a stylish typography print, making it a trendy choice for casual wear. Designed with a round neck and short, regular sleeves, it offers a comfortable regular fit. Crafted from knitted polyester fabric, this T-shirt is both durable and easy to care for. It can be machine washed and tumble dried on a cool setting to prevent static build-up. Perfect for everyday use, this T-shirt pairs well with jeans or shorts for a relaxed, chic look.","Users find the fit accurate and colors true to the images. They appreciate the lightweight, comfortable, and quick-drying material, though it's thinner and slightly transparent. HRX is recommended, especially for gym wear.",ऋतिक रोशन द्वारा एच.आर.एक्स.,टाइपोग्राफी मुद्रित प्रशिक्षण टी-शर्ट,"महिलाओं के लिए इस टी-शर्ट में एक स्टाइलिश टाइपोग्राफी डिज़ाइन है, जो इसे अनौपचारिक परिधानों के लिए एक शानदार विकल्प बनाता है। इसमें एक गोल नेकलाइन और छोटी आस्तीन है, जो इसे एक मानक फिट देती है। टी-शर्ट बुने हुए पॉलिएस्टर कपड़े से बनाई जाती है, जो मजबूत और साफ करने में आसान होती है। आप इसे मशीन में धो सकते हैं और स्थिर को बनने से रोकने के लिए कम सेटिंग पर टम्बल ड्रायर में इसे सुखा सकते हैं। यह टी-शर्ट रोजमर्रा के पहनने के लिए बहुत बढ़िया है और आरामदायक, स्टाइलिश लुक के लिए जींस या शॉर्ट्स के साथ अच्छी लगती है।","उपयोगकर्ताओं को फिट सटीक और रंगों को छवियों के लिए एक सच्चा मिलान मिलता है। वे हल्के, आरामदायक और जल्दी सूखने वाली सामग्री पसंद करते हैं। हालाँकि, वे ध्यान देते हैं कि सामग्री पती और थोड़ी पारदर्शी है। एच.आर.एक्स. विशेष रूप से जिम के कपड़ों के लिए अनुशंसित है।"
Marks & Spencer,Pure Cotton T-shirt,MRP ₹999,₹499,"['https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25123646/2024/1/29/cc0b0dd3-6cb3-49d1-9214-a137b919fca21706520669394-Marks--Spencer-Women-Tshirts-2961706520669031-1.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25123646/2024/1/29/9ca27e3e-4a82-41eb-b575-54bae18ffc931706520669383-Marks--Spencer-Women-Tshirts-2961706520669031-2.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25123646/2024/1/29/c3f449fa-ec0d-468e-aa95-d72da5dbdcef1706520669372-Marks--Spencer-Women-Tshirts-2961706520669031-3.jpg', 'https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25123646/2024/1/29/a6fe090f-ae73-4ce0-a9f0-ee722c6e9de11706520669361-Marks--Spencer-Women-Tshirts-2961706520669031-4.jpg']",women-tshirts,https://www.myntra.com/tshirts/marks+%26+spencer/marks--spencer-pure-cotton-t-shirt/25123646/buy,3.333333333333333,"This women's blue T-shirt is a versatile addition to your casual wardrobe. Made from pure cotton, it features a solid color design with a regular length, round neck, and short, regular sleeves. The knitted cotton fabric ensures a comfortable and breathable fit, ideal for everyday wear. Its regular fit and classic round neck style make it suitable for various body types, offering both style and comfort. Perfect for a casual outing or a relaxed day at home.","Mixed reviews: Some praise the product for its high-quality, soft, and comfortable material with great fit and color. Others criticize the poor quality and thinness.",,शुद्ध सूती टी-शर्ट,"महिलाओं के लिए यह नीली टी-शर्ट आपके रोजमर्रा के आरामदायक कपड़ों के लिए एक अच्छा विकल्प है। यह 100% सूती कपड़े से बना है और इसका डिज़ाइन सरल है। इसकी मानक लंबाई, एक गोल नेकलाइन और छोटी आस्तीन है। कपास के कपड़े को बुना जाता है, जिसका अर्थ है कि यह नरम होता है और हवा को अंदर आने देता है, जिससे यह हर दिन पहनने के लिए बहुत अच्छा होता है। यह अच्छी तरह से फिट होता है और इसमें एक उत्कृष्ट गोल नेकलाइन होती है, इसलिए यह अधिकांश शरीर प्रकारों पर अच्छा दिखता है। यह एक आकस्मिक यात्रा या घर पर एक आलसी दिन के लिए बहुत अच्छा है।","उत्पाद को मिश्रित समीक्षाएं मिली हैं। कुछ लोगों को यह पसंद है क्योंकि यह उच्च गुणवत्ता, नरम और आरामदायक सामग्री से बना है जो अच्छी तरह से फिट होता है और अच्छा दिखता है। हालांकि, अन्य लोग इससे खुश नहीं हैं क्योंकि उन्हें लगता है कि यह अच्छी तरह से नहीं बनाया गया है और बहुत पतला है।"
